record_id,gem_category,ministry,state,estimated_value_lakh,num_bidders,bid_cv_pct,min_bid_time_gap_minutes,min_company_age_months,avg_company_age_months,num_shell_companies,has_shared_director,winning_bid_pct_of_estimate,deadline_days,is_split_tender,spec_bias_score,gem_verified_bidders,is_fraud,fraud_type,data_source
GEM-CAL-00293,Product/Stationery,Ministry of Education,Others,2.17,8,11.48,37792.9,20,32,0,0,95.18,52,0,7.47,8,0,none,GEM_CALIBRATED_2024
GEM-CAL-00294,Product/Stationery,Ministry of Road Transport & Highways,Karnataka,2.11,8,11.34,16826.2,54,54,0,0,88.41,42,0,13.49,8,0,none,GEM_CALIBRATED_2024
GEM-CAL-00295,Furniture,Ministry of Agriculture,Maharashtra,2.63,5,6.78,36794.8,80,111,0,0,83.89,71,0,10.03,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00296,Civil/Construction,Ministry of Defence,Karnataka,888.08,6,2.44,93.3,27,41,0,0,97.4,24,0,16.01,5,1,bid_rigging,GEM_CALIBRATED_2024
GEM-CAL-00297,Product/Stationery,Ministry of Railways,Uttar Pradesh,1.59,7,11.05,17462.7,39,41,0,0,95.53,62,0,7.56,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00298,Civil/Construction,Ministry of Railways,Others,265.54,5,18.76,33583.4,104,114,0,0,95.84,68,0,8.01,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00299,IT Services,Ministry of Agriculture,Karnataka,271.21,5,13.77,27939.3,74,107,0,0,83.3,38,0,2.8,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00300,Furniture,Ministry of Road Transport & Highways,West Bengal,3.85,4,7.37,2932.6,76,110,0,0,93.1,11,0,14.06,4,0,none,GEM_CALIBRATED_2024
GEM-CAL-00301,Civil/Construction,Ministry of Electronics & IT,Uttar Pradesh,1108.33,7,17.1,551.1,70,85,0,0,97.76,56,0,3.5,6,1,front_running,GEM_CALIBRATED_2024
GEM-CAL-00302,IT Hardware,Ministry of Education,Bihar,142.72,8,8.09,30431.8,21,41,0,0,90.26,57,0,20.08,8,0,none,GEM_CALIBRATED_2024
GEM-CAL-00303,Security Services,Ministry of Road Transport & Highways,Delhi,7.51,5,11.37,28956.9,12,43,0,0,83.88,38,0,16.33,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00304,IT Hardware,Ministry of Agriculture,Others,59.25,4,8.53,341.0,4,8,1,1,95.65,20,0,13.82,3,1,shell_company,GEM_CALIBRATED_2024
GEM-CAL-00305,Furniture,Ministry of Housing & Urban Affairs,Tamil Nadu,8.75,8,17.81,34567.5,77,103,0,0,91.87,19,0,11.4,8,0,none,GEM_CALIBRATED_2024
GEM-CAL-00306,IT Services,Ministry of Defence,Rajasthan,181.57,4,13.61,23500.6,12,33,0,0,94.58,28,0,7.91,4,0,none,GEM_CALIBRATED_2024
GEM-CAL-00307,Printing Services,Ministry of Finance,Rajasthan,3.38,9,12.6,38533.3,100,131,0,0,88.61,57,0,16.24,9,0,none,GEM_CALIBRATED_2024
GEM-CAL-00308,Product/Stationery,Ministry of Health & Family Welfare,Uttar Pradesh,1.59,9,11.42,4386.4,94,130,0,0,92.84,26,0,14.33,9,0,none,GEM_CALIBRATED_2024
GEM-CAL-00309,Furniture,Ministry of Agriculture,Tamil Nadu,23.06,3,21.61,34240.3,84,96,0,0,93.99,89,0,15.11,3,0,none,GEM_CALIBRATED_2024
GEM-CAL-00310,Security Services,Ministry of Railways,Karnataka,51.57,7,9.62,919.2,88,96,0,0,92.94,90,0,1.4,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00311,Furniture,Ministry of Power,Bihar,7.85,5,15.4,16613.5,90,116,0,0,86.47,23,0,0.34,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00312,Electrical Equipment,Ministry of Railways,Gujarat,28.07,6,12.71,31308.3,54,79,0,0,84.84,10,0,16.47,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00313,IT Hardware,Ministry of Housing & Urban Affairs,Bihar,62.77,6,20.15,36287.4,58,80,0,0,82.43,73,0,3.36,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00314,Product/Stationery,Ministry of Housing & Urban Affairs,Uttar Pradesh,1.36,8,8.51,530.5,70,74,0,0,88.79,55,0,9.14,8,0,none,GEM_CALIBRATED_2024
GEM-CAL-00315,Medical Equipment,Ministry of Housing & Urban Affairs,Maharashtra,285.69,3,14.09,260.9,108,125,0,0,99.08,65,0,22.65,2,1,front_running,GEM_CALIBRATED_2024
GEM-CAL-00316,Electrical Equipment,Ministry of Defence,West Bengal,84.86,8,9.75,2.1,22,24,0,0,96.11,29,0,14.69,7,1,timing,GEM_CALIBRATED_2024
GEM-CAL-00317,Medical Equipment,Ministry of Railways,Maharashtra,58.56,4,24.05,39429.2,74,88,0,0,86.71,71,0,11.35,4,0,none,GEM_CALIBRATED_2024
GEM-CAL-00318,Medical Equipment,Ministry of Defence,Bihar,131.81,2,9.08,349.8,2,21,1,1,96.09,69,0,7.15,1,1,shell_company,GEM_CALIBRATED_2024
GEM-CAL-00319,IT Hardware,Ministry of Education,Tamil Nadu,87.45,7,6.91,1089.6,98,122,0,0,90.1,53,0,9.92,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00320,Electrical Equipment,Ministry of Road Transport & Highways,Karnataka,183.22,7,13.95,3240.6,86,107,0,0,90.14,52,0,22.96,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00321,Electrical Equipment,Ministry of Defence,Gujarat,34.6,4,15.64,36153.7,104,134,0,0,93.17,33,0,13.25,4,0,none,GEM_CALIBRATED_2024
GEM-CAL-00322,IT Services,Ministry of Health & Family Welfare,Gujarat,381.44,5,14.11,33207.0,96,118,0,0,92.38,12,0,6.42,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00323,Electrical Equipment,Ministry of Defence,Tamil Nadu,170.65,6,11.48,814.1,31,64,0,0,98.6,56,0,21.71,5,1,front_running,GEM_CALIBRATED_2024
GEM-CAL-00324,Security Services,Ministry of Electronics & IT,Gujarat,21.83,6,22.65,28971.2,21,57,0,0,83.73,87,0,16.43,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00325,Product/Stationery,Ministry of Education,Others,1.76,9,5.08,15477.9,109,112,0,0,94.37,57,0,22.16,9,0,none,GEM_CALIBRATED_2024
GEM-CAL-00326,Product/Stationery,Ministry of Electronics & IT,West Bengal,8.56,12,17.27,22245.0,18,49,0,0,92.28,73,0,14.94,12,0,none,GEM_CALIBRATED_2024
GEM-CAL-00327,Security Services,Ministry of Health & Family Welfare,Delhi,6.86,7,10.17,8456.0,32,50,0,0,96.86,24,0,10.01,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00328,Medical Equipment,Ministry of Defence,Tamil Nadu,111.41,3,16.93,3464.2,89,98,0,0,98.51,51,0,81.13,2,1,spec_bias,GEM_CALIBRATED_2024
GEM-CAL-00329,Civil/Construction,Ministry of Education,Madhya Pradesh,207.19,3,9.02,1244.9,113,135,0,0,96.99,41,0,83.6,2,1,spec_bias,GEM_CALIBRATED_2024
GEM-CAL-00330,Electrical Equipment,Ministry of Education,Others,175.21,5,11.53,16547.7,15,35,0,0,89.36,68,0,4.57,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00331,Security Services,Ministry of Agriculture,Bihar,11.66,3,5.5,4307.0,75,89,0,0,91.16,36,0,5.2,3,0,none,GEM_CALIBRATED_2024
GEM-CAL-00332,Product/Stationery,Ministry of Defence,Bihar,0.81,8,14.75,42970.8,26,52,0,0,95.65,72,0,17.15,8,0,none,GEM_CALIBRATED_2024
GEM-CAL-00333,Security Services,Ministry of Health & Family Welfare,Maharashtra,16.18,5,18.18,16707.5,72,105,0,0,86.85,10,0,2.52,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00334,Furniture,Ministry of Health & Family Welfare,Uttar Pradesh,13.81,6,10.31,31551.7,108,122,0,0,91.94,74,0,17.61,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00335,Electrical Equipment,Ministry of Railways,Bihar,27.32,6,6.41,32382.9,57,70,0,0,82.09,87,0,7.69,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00336,Medical Equipment,Ministry of Road Transport & Highways,Maharashtra,106.19,3,16.71,18441.7,113,146,0,0,83.6,31,0,22.35,3,0,none,GEM_CALIBRATED_2024
GEM-CAL-00337,IT Hardware,Ministry of Power,West Bengal,142.84,7,16.5,3.6,35,46,0,0,94.14,22,0,15.41,6,1,timing,GEM_CALIBRATED_2024
GEM-CAL-00338,Furniture,Ministry of Defence,Madhya Pradesh,7.68,6,13.05,31256.9,100,130,0,0,95.36,80,0,9.51,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00339,Product/Stationery,Ministry of Health & Family Welfare,Delhi,7.74,8,20.36,11316.3,78,105,0,0,96.34,41,0,18.94,8,0,none,GEM_CALIBRATED_2024
GEM-CAL-00340,Electrical Equipment,Ministry of Defence,Gujarat,61.55,5,17.7,15018.6,34,67,0,0,85.32,20,0,11.61,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00341,Product/Stationery,Ministry of Defence,Madhya Pradesh,2.76,10,14.9,41926.4,34,43,0,0,90.37,8,0,0.41,10,0,none,GEM_CALIBRATED_2024
GEM-CAL-00342,Medical Equipment,Ministry of Health & Family Welfare,Others,17.92,4,11.15,7496.2,97,115,0,0,96.7,64,0,0.26,4,0,none,GEM_CALIBRATED_2024
GEM-CAL-00343,Laboratory Equipment,Ministry of Defence,Maharashtra,199.14,5,12.78,39732.7,117,137,0,0,93.35,63,0,24.69,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00344,Medical Equipment,Ministry of Finance,Maharashtra,54.31,2,8.17,1124.9,73,83,0,0,97.19,46,0,65.41,1,1,spec_bias,GEM_CALIBRATED_2024
GEM-CAL-00345,IT Hardware,Ministry of Agriculture,Uttar Pradesh,28.12,8,12.85,15782.6,54,69,0,0,93.01,31,0,19.96,8,0,none,GEM_CALIBRATED_2024
GEM-CAL-00346,Printing Services,Ministry of Electronics & IT,Maharashtra,5.69,6,12.22,25162.5,28,34,0,0,86.85,8,0,13.09,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00347,IT Hardware,Ministry of Defence,Karnataka,35.53,4,12.35,1291.2,100,133,0,0,99.42,67,0,16.66,3,1,front_running,GEM_CALIBRATED_2024
GEM-CAL-00348,IT Hardware,Ministry of Housing & Urban Affairs,Tamil Nadu,31.28,6,12.72,10937.7,97,125,0,0,93.16,56,0,22.87,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00349,Furniture,Ministry of Finance,Rajasthan,8.48,7,20.46,39495.6,103,124,0,0,83.27,87,0,19.35,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00350,Product/Stationery,Ministry of Finance,Bihar,1.92,7,9.43,29148.4,45,60,0,0,88.48,67,0,24.47,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00351,Product/Stationery,Ministry of Housing & Urban Affairs,Gujarat,9.2,9,21.99,28154.6,46,63,0,0,85.19,55,0,18.27,9,0,none,GEM_CALIBRATED_2024
GEM-CAL-00352,Furniture,Ministry of Road Transport & Highways,West Bengal,7.57,6,16.54,31122.9,105,112,0,0,92.54,27,0,14.05,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00353,Laboratory Equipment,Ministry of Railways,Rajasthan,68.82,5,16.34,34444.1,109,124,0,0,83.93,42,0,8.44,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00354,Medical Equipment,Ministry of Defence,Delhi,62.74,3,8.25,3482.3,33,50,0,0,97.02,12,0,84.03,2,1,spec_bias,GEM_CALIBRATED_2024
GEM-CAL-00355,IT Hardware,Ministry of Defence,Maharashtra,31.24,4,6.08,16430.7,105,133,0,0,84.37,28,0,3.5,4,0,none,GEM_CALIBRATED_2024
GEM-CAL-00356,IT Services,Ministry of Education,Uttar Pradesh,356.34,6,13.66,24539.2,83,91,0,0,95.43,90,0,7.53,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00357,Electrical Equipment,Ministry of Housing & Urban Affairs,Uttar Pradesh,24.9,1,14.22,4310.8,73,103,0,0,90.18,39,1,2.89,0,1,split,GEM_CALIBRATED_2024
GEM-CAL-00358,Printing Services,Ministry of Power,Maharashtra,4.74,6,5.54,20540.3,104,122,0,0,88.88,20,0,17.03,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00359,IT Hardware,Ministry of Defence,Others,55.66,6,20.38,27719.4,109,126,0,0,94.37,70,0,24.93,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00360,IT Hardware,Ministry of Finance,Tamil Nadu,64.17,6,6.38,4.1,40,56,0,0,90.64,61,0,8.25,5,1,timing,GEM_CALIBRATED_2024
GEM-CAL-00361,Electrical Equipment,Ministry of Health & Family Welfare,Karnataka,32.26,6,22.21,30638.1,119,146,0,0,92.92,59,0,19.52,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00362,Product/Stationery,Ministry of Education,Rajasthan,5.48,8,9.65,20903.0,49,69,0,0,82.29,66,0,15.39,8,0,none,GEM_CALIBRATED_2024
GEM-CAL-00363,IT Hardware,Ministry of Defence,Uttar Pradesh,22.18,7,12.36,40564.0,21,32,0,0,82.74,64,0,16.42,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00364,Medical Equipment,Ministry of Road Transport & Highways,Maharashtra,54.52,7,12.59,1244.5,26,51,0,0,97.92,69,0,9.45,6,1,front_running,GEM_CALIBRATED_2024
GEM-CAL-00365,Product/Stationery,Ministry of Power,Others,2.02,9,5.1,31216.2,56,87,0,0,83.71,79,0,19.24,9,0,none,GEM_CALIBRATED_2024
GEM-CAL-00366,Electrical Equipment,Ministry of Housing & Urban Affairs,Maharashtra,124.86,7,16.35,24559.7,89,122,0,0,83.96,11,0,16.05,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00367,Civil/Construction,Ministry of Finance,Maharashtra,2859.22,6,20.46,18668.3,99,110,0,0,90.18,71,0,15.6,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00368,Furniture,Ministry of Finance,Rajasthan,9.61,2,22.69,19219.9,88,88,0,0,94.59,14,0,6.22,2,0,none,GEM_CALIBRATED_2024
GEM-CAL-00369,Medical Equipment,Ministry of Education,Delhi,908.67,3,22.6,9396.1,94,95,0,0,93.08,39,0,14.56,3,0,none,GEM_CALIBRATED_2024
GEM-CAL-00370,Product/Stationery,Ministry of Electronics & IT,Rajasthan,1.71,7,5.55,12573.3,96,101,0,0,83.49,26,0,22.49,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00371,Product/Stationery,Ministry of Health & Family Welfare,Rajasthan,3.81,6,14.6,31645.0,53,69,0,0,95.86,26,0,17.37,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00372,Product/Stationery,Ministry of Health & Family Welfare,West Bengal,3.61,7,14.97,28366.2,95,130,0,0,94.36,46,0,14.94,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00373,Furniture,Ministry of Railways,Bihar,30.7,3,12.72,4880.9,32,40,0,0,86.31,84,0,11.55,3,0,none,GEM_CALIBRATED_2024
GEM-CAL-00374,Printing Services,Ministry of Agriculture,West Bengal,2.75,5,7.24,12988.5,12,40,0,0,92.74,56,0,12.46,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00375,Medical Equipment,Ministry of Health & Family Welfare,Bihar,525.55,2,9.44,906.9,120,140,0,0,86.67,20,0,21.53,2,0,none,GEM_CALIBRATED_2024
GEM-CAL-00376,Security Services,Ministry of Defence,Rajasthan,43.15,6,17.41,27173.6,93,115,0,0,96.93,38,0,12.4,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00377,Furniture,Ministry of Electronics & IT,West Bengal,3.83,5,17.77,15242.7,47,58,0,0,92.54,64,0,23.41,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00378,Printing Services,Ministry of Defence,Rajasthan,4.63,2,20.16,3984.8,107,142,0,0,83.53,61,0,21.57,2,0,none,GEM_CALIBRATED_2024
GEM-CAL-00379,Electrical Equipment,Ministry of Education,Bihar,31.84,9,10.77,7265.8,92,116,0,0,86.8,14,0,9.53,9,0,none,GEM_CALIBRATED_2024
GEM-CAL-00380,Furniture,Ministry of Electronics & IT,West Bengal,8.09,6,24.12,11684.7,95,117,0,0,96.21,83,0,10.82,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00381,Civil/Construction,Ministry of Road Transport & Highways,Maharashtra,24.9,2,24.41,3325.8,80,101,0,0,94.23,43,1,15.73,1,1,split,GEM_CALIBRATED_2024
GEM-CAL-00382,Product/Stationery,Ministry of Agriculture,Bihar,2.56,7,23.94,9461.9,115,117,0,0,88.43,73,0,8.53,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00383,Medical Equipment,Ministry of Agriculture,Gujarat,88.1,8,9.75,3.3,39,61,0,0,96.05,9,0,16.3,7,1,timing,GEM_CALIBRATED_2024
GEM-CAL-00384,Product/Stationery,Ministry of Railways,Others,2.71,8,7.74,37937.1,63,88,0,0,92.81,82,0,9.66,8,0,none,GEM_CALIBRATED_2024
GEM-CAL-00385,Product/Stationery,Ministry of Defence,Delhi,6.59,9,21.23,21930.9,29,31,0,0,88.03,38,0,16.86,9,0,none,GEM_CALIBRATED_2024
GEM-CAL-00386,IT Hardware,Ministry of Defence,Delhi,189.22,7,19.31,27383.2,110,132,0,0,91.92,12,0,11.63,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00387,Product/Stationery,Ministry of Defence,Delhi,1.32,7,22.19,14455.8,57,83,0,0,94.94,49,0,14.45,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00388,Furniture,Ministry of Defence,Madhya Pradesh,12.49,4,21.41,2146.7,85,114,0,0,96.42,10,0,21.18,4,0,none,GEM_CALIBRATED_2024
GEM-CAL-00389,Medical Equipment,Ministry of Railways,Delhi,73.24,3,24.16,27144.6,27,32,0,0,86.24,31,0,24.33,3,0,none,GEM_CALIBRATED_2024
GEM-CAL-00390,Product/Stationery,Ministry of Health & Family Welfare,Others,1.71,8,24.09,35145.2,102,120,0,0,89.66,72,0,8.03,8,0,none,GEM_CALIBRATED_2024
GEM-CAL-00391,Furniture,Ministry of Health & Family Welfare,Delhi,5.64,5,18.39,19551.6,40,58,0,0,96.31,28,0,11.75,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00392,IT Hardware,Ministry of Health & Family Welfare,Maharashtra,73.41,5,17.5,35469.2,45,69,0,0,87.03,83,0,18.01,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00393,Product/Stationery,Ministry of Agriculture,Delhi,2.01,6,15.93,22463.6,16,52,0,0,88.93,44,0,10.39,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00394,Electrical Equipment,Ministry of Defence,Karnataka,162.6,7,5.89,24737.0,106,128,0,0,95.67,53,0,12.93,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00395,IT Hardware,Ministry of Health & Family Welfare,Gujarat,55.56,5,21.2,37889.5,96,119,0,0,93.97,16,0,2.8,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00396,Product/Stationery,Ministry of Power,Uttar Pradesh,1.95,6,15.9,666.5,116,146,0,0,86.14,44,0,10.42,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00397,Civil/Construction,Ministry of Defence,Karnataka,4714.87,7,8.29,35793.5,35,62,0,0,90.23,13,0,11.39,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00398,IT Services,Ministry of Railways,Tamil Nadu,2131.07,6,17.53,16493.4,32,43,0,0,91.64,51,0,2.95,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00399,Product/Stationery,Ministry of Housing & Urban Affairs,Others,4.36,7,15.12,41785.3,59,67,0,0,83.08,79,0,5.79,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00400,IT Hardware,Ministry of Power,Madhya Pradesh,30.47,6,17.44,7077.6,50,53,0,0,82.25,42,0,5.76,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00401,Medical Equipment,Ministry of Electronics & IT,Karnataka,179.3,2,21.88,8851.0,30,51,0,0,88.24,78,0,11.16,2,0,none,GEM_CALIBRATED_2024
GEM-CAL-00402,Product/Stationery,Ministry of Road Transport & Highways,Maharashtra,2.94,6,20.01,838.0,76,79,0,0,87.52,12,0,1.45,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00403,Product/Stationery,Ministry of Health & Family Welfare,Rajasthan,2.05,8,11.83,5843.6,65,75,0,0,88.99,68,0,12.82,8,0,none,GEM_CALIBRATED_2024
GEM-CAL-00404,Civil/Construction,Ministry of Road Transport & Highways,Gujarat,3111.83,6,18.55,30587.0,106,130,0,0,90.79,17,0,14.05,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00405,Electrical Equipment,Ministry of Finance,Karnataka,256.04,5,12.01,26497.5,79,99,0,0,84.8,52,0,4.35,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00406,Furniture,Ministry of Road Transport & Highways,Uttar Pradesh,8.1,4,15.42,11108.2,15,17,0,0,84.89,90,0,1.77,4,0,none,GEM_CALIBRATED_2024
GEM-CAL-00407,Electrical Equipment,Ministry of Housing & Urban Affairs,Karnataka,91.78,4,6.3,33621.6,69,75,0,0,94.28,40,0,3.22,4,0,none,GEM_CALIBRATED_2024
GEM-CAL-00408,Product/Stationery,Ministry of Defence,West Bengal,1.48,7,12.52,27125.5,50,53,0,0,94.59,60,0,4.61,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00409,Electrical Equipment,Ministry of Railways,Others,231.34,5,10.82,42026.1,72,93,0,0,87.03,10,0,20.11,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00410,Product/Stationery,Ministry of Agriculture,Rajasthan,1.61,7,20.42,33761.0,32,46,0,0,89.85,56,0,15.32,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00411,Security Services,Ministry of Health & Family Welfare,Others,11.13,4,6.52,142.7,4,18,1,1,94.9,82,0,21.97,3,1,shell_company,GEM_CALIBRATED_2024
GEM-CAL-00412,Civil/Construction,Ministry of Health & Family Welfare,Gujarat,826.79,8,9.88,2.1,32,61,0,0,94.99,82,0,8.22,7,1,timing,GEM_CALIBRATED_2024
GEM-CAL-00413,Medical Equipment,Ministry of Health & Family Welfare,Karnataka,24.9,3,19.45,3473.5,71,102,0,0,90.6,75,1,16.02,2,1,split,GEM_CALIBRATED_2024
GEM-CAL-00414,IT Services,Ministry of Electronics & IT,Delhi,117.52,6,22.78,32841.8,76,85,0,0,86.39,16,0,8.82,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00415,IT Services,Ministry of Education,Others,331.54,5,14.63,27938.7,75,95,0,0,82.57,77,0,1.66,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00416,Electrical Equipment,Ministry of Electronics & IT,Uttar Pradesh,73.79,3,14.31,353.6,93,102,0,0,99.03,36,0,13.64,2,1,front_running,GEM_CALIBRATED_2024
GEM-CAL-00417,IT Hardware,Ministry of Electronics & IT,West Bengal,94.45,6,9.01,9926.2,74,99,0,0,88.43,44,0,4.1,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00418,Civil/Construction,Ministry of Finance,Uttar Pradesh,684.8,9,24.49,17536.0,119,138,0,0,96.15,51,0,2.81,9,0,none,GEM_CALIBRATED_2024
GEM-CAL-00419,IT Services,Ministry of Road Transport & Highways,Uttar Pradesh,39.31,3,18.31,21221.6,14,38,0,0,95.88,62,0,7.67,3,0,none,GEM_CALIBRATED_2024
GEM-CAL-00420,Laboratory Equipment,Ministry of Education,Gujarat,21.6,2,12.37,1273.0,89,117,0,0,82.52,78,0,3.95,2,0,none,GEM_CALIBRATED_2024
GEM-CAL-00421,Product/Stationery,Ministry of Road Transport & Highways,Uttar Pradesh,1.65,6,9.61,23852.9,96,104,0,0,91.03,80,0,21.66,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00422,Product/Stationery,Ministry of Agriculture,Madhya Pradesh,2.84,7,17.73,10558.1,110,140,0,0,96.21,10,0,24.8,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00423,Product/Stationery,Ministry of Electronics & IT,Tamil Nadu,8.23,10,8.46,41817.5,108,125,0,0,91.3,46,0,4.59,10,0,none,GEM_CALIBRATED_2024
GEM-CAL-00424,Civil/Construction,Ministry of Power,Uttar Pradesh,2655.9,6,14.51,269.7,116,151,0,0,97.82,14,0,7.75,5,1,front_running,GEM_CALIBRATED_2024
GEM-CAL-00425,Laboratory Equipment,Ministry of Defence,Rajasthan,64.02,4,19.45,37952.8,29,37,0,0,84.28,43,0,20.85,4,0,none,GEM_CALIBRATED_2024
GEM-CAL-00426,Medical Equipment,Ministry of Housing & Urban Affairs,Maharashtra,27.25,7,17.11,10578.4,41,43,0,0,90.15,38,0,7.0,7,0,none,GEM_CALIBRATED_2024
GEM-CAL-00427,Furniture,Ministry of Electronics & IT,Rajasthan,8.85,2,22.09,20979.4,110,114,0,0,86.93,70,0,21.21,2,0,none,GEM_CALIBRATED_2024
GEM-CAL-00428,Product/Stationery,Ministry of Health & Family Welfare,Maharashtra,0.7,10,19.54,9213.0,32,64,0,0,95.61,15,0,12.64,10,0,none,GEM_CALIBRATED_2024
GEM-CAL-00429,IT Hardware,Ministry of Defence,Uttar Pradesh,34.99,8,22.98,31121.0,92,94,0,0,85.04,15,0,4.76,8,0,none,GEM_CALIBRATED_2024
GEM-CAL-00430,Product/Stationery,Ministry of Defence,Madhya Pradesh,0.86,6,13.53,4.8,53,89,0,0,95.89,15,0,22.55,5,1,timing,GEM_CALIBRATED_2024
GEM-CAL-00431,Civil/Construction,Ministry of Electronics & IT,West Bengal,2593.25,3,14.17,162.7,3,3,1,1,95.48,13,0,0.98,2,1,shell_company,GEM_CALIBRATED_2024
GEM-CAL-00432,IT Services,Ministry of Electronics & IT,Delhi,592.84,6,2.79,7.5,32,52,0,1,97.41,68,0,18.83,5,1,bid_rigging,GEM_CALIBRATED_2024
GEM-CAL-00433,Product/Stationery,Ministry of Health & Family Welfare,Delhi,2.09,9,22.37,26443.1,88,99,0,0,95.96,30,0,16.48,9,0,none,GEM_CALIBRATED_2024
GEM-CAL-00434,IT Services,Ministry of Road Transport & Highways,Maharashtra,230.19,5,19.15,6903.8,64,69,0,0,93.87,62,0,7.25,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00435,Laboratory Equipment,Ministry of Agriculture,Uttar Pradesh,19.27,2,23.16,5544.6,13,19,0,0,94.98,89,0,18.82,2,0,none,GEM_CALIBRATED_2024
GEM-CAL-00436,Medical Equipment,Ministry of Housing & Urban Affairs,Maharashtra,119.06,5,14.32,27775.6,17,24,0,0,93.75,52,0,5.72,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00437,Furniture,Ministry of Railways,Delhi,11.24,6,18.36,6423.2,47,73,0,0,85.88,26,0,14.09,6,0,none,GEM_CALIBRATED_2024
GEM-CAL-00438,IT Hardware,Ministry of Road Transport & Highways,Delhi,28.9,5,15.95,13863.2,109,114,0,0,93.69,44,0,16.42,5,0,none,GEM_CALIBRATED_2024
GEM-CAL-00439,IT Hardware,Ministry of Road Transport & Highways,Maharashtra,77.02,4,6.29,20076.9,21,46,0,0,85.06,77,0,14.52,4,0,none,GEM_CALIBRATED_2024
GEM-CAL-00440,Electrical Equipment,Ministry of Power,Bihar,34.48,4,24.14,34919.7,29,63,0,0,91.52,70,0,24.33,4,0,none,GEM_CALIBRATED_2024
GEM-CAL-00441,Furniture,Ministry of Electronics & IT,Uttar Pradesh,10.74,5,20.0,36614.3,112,145,0,0,92.08,48,0,4.85,5,0,none,GEM_CALIBRATED_2024
